,Voltage Set,Current Measure
0,0.0,1.056252e-11
1,1.1111111111111112,1.703218e-11
2,2.2222222222222223,2.118065e-11
3,3.3333333333333335,2.335367e-11
4,4.444444444444445,2.108189e-11
5,5.555555555555555,2.419325e-11
6,6.666666666666667,2.626749e-11
7,7.777777777777779,2.794664e-11
8,8.88888888888889,2.187206e-11
9,10.0,2.340308e-11
