,0,1,2
0,GPIB::3,"[0.0, 1.1111111111111112, 2.2222222222222223, 3.3333333333333335, 4.444444444444445, 5.555555555555555, 6.666666666666667, 7.777777777777779, 8.88888888888889, 10.0]","[8.191949e-12, 2.266228e-11, 2.439082e-11, 2.290922e-11, 2.858867e-11, 2.409449e-11, 2.271167e-11, 2.325491e-11, 2.310675e-11, 2.172392e-11]"
