,Time (min),GPIB::3 Voltage Set,GPIB::3 Current Measure
0,0.0011415,0.0,6.759789e-12
1,0.0078065999999999995,1.1111111111111112,2.241534e-11
2,0.01331975,2.2222222222222223,2.355124e-11
3,0.018849816666666668,3.3333333333333335,2.527975e-11
4,0.024359000000000002,4.444444444444445,2.281043e-11
5,0.029868566666666665,5.555555555555555,2.498345e-11
6,0.035373966666666666,6.666666666666667,2.493406e-11
7,0.0409085,7.777777777777779,2.271167e-11
8,0.04639741666666666,8.88888888888889,2.123006e-11
9,0.05189295,10.0,2.562548e-11
