,Time (min),GPIB::3 Voltage Set,GPIB::3 Current Measure
0,0.0014182,0.0,9.031543e-12
1,0.0080418,0.5263157894736842,1.288369e-11
2,0.013571666666666668,1.0526315789473684,1.22416e-11
3,0.019059766666666665,1.5789473684210527,1.313064e-11
4,0.02457113333333333,2.1052631578947367,1.787176e-11
5,0.0300836,2.631578947368421,1.194535e-11
6,0.0356036,3.1578947368421053,1.446401e-11
7,0.04110096666666666,3.6842105263157894,1.322937e-11
8,0.04660671666666667,4.2105263157894735,1.080944e-11
9,0.05212481666666667,4.7368421052631575,1.164903e-11
10,0.057645199999999994,5.263157894736842,1.169847e-11
11,0.06316563333333333,5.789473684210526,1.466162e-11
12,0.06866188333333333,6.315789473684211,1.550114e-11
13,0.0741819,6.842105263157895,1.678525e-11
14,0.07971243333333335,7.368421052631579,1.352573e-11
15,0.08524041666666667,7.894736842105263,1.011809e-11
16,0.09076176666666667,8.421052631578947,1.372327e-11
17,0.09627643333333333,8.947368421052632,8.834e-12
18,0.10180183333333333,9.473684210526315,1.288372e-11
19,0.10730825,10.0,1.594568e-11
