,Time (min),GPIB::3 Voltage Set,GPIB::3 Current Measure
0,2.8333333333333336e-07,0.0,1.021682e-11
1,0.0065542,0.5263157894736842,1.525423e-11
2,0.012065316666666666,1.0526315789473684,1.401956e-11
3,0.017569366666666666,1.5789473684210527,1.505668e-11
4,0.02310585,2.1052631578947367,1.658768e-11
5,0.028622183333333332,2.631578947368421,1.19453e-11
6,0.03412655,3.1578947368421053,1.520487e-11
7,0.03964756666666667,3.6842105263157894,1.397017e-11
8,0.04514753333333333,4.2105263157894735,1.698276e-11
9,0.05066026666666667,4.7368421052631575,1.095754e-11
10,0.05617741666666667,5.263157894736842,1.431581e-11
11,0.06170966666666667,5.789473684210526,1.234045e-11
12,0.06722476666666667,6.315789473684211,1.3822e-11
13,0.07276015,6.842105263157895,1.66864e-11
14,0.07828773333333333,7.368421052631579,1.471096e-11
15,0.08380371666666667,7.894736842105263,1.451338e-11
16,0.08932675,8.421052631578947,1.446399e-11
17,0.09486348333333333,8.947368421052632,1.322937e-11
18,0.10039681666666667,9.473684210526315,1.490854e-11
19,0.10593381666666667,10.0,1.372323e-11
