,Time (min),GPIB::3 Voltage Set,GPIB::3 Current Measure
0,2.3333333333333333e-07,0.0,7.846362e-12
1,0.006559233333333333,1.1111111111111112,2.088433e-11
2,0.012066450000000001,2.2222222222222223,1.994604e-11
3,0.017574,3.3333333333333335,2.379818e-11
4,0.023084716666666668,4.444444444444445,2.488468e-11
5,0.028613966666666667,5.555555555555555,2.231657e-11
6,0.03413285,6.666666666666667,2.582302e-11
7,0.039602816666666665,7.777777777777779,1.92546e-11
8,0.04511668333333333,8.88888888888889,2.266227e-11
9,0.050622883333333334,10.0,2.172393e-11
